val_loss,val_acc,train_loss,train_acc
0.932018399238586,0.829391896724701,2.57804369926453,0.742570579051971
0.380919188261032,0.889076590538025,0.594585716724396,0.834138214588165
0.378958523273468,0.884009003639221,0.391951382160187,0.853083193302154
0.278594464063644,0.894707202911377,0.337014585733414,0.868003964424133
0.187510669231415,0.942567586898804,0.299322038888931,0.882800877094269
0.15616762638092,0.942567586898804,0.279028505086899,0.892830610275269
0.108455434441566,0.958333313465118,0.265244215726852,0.898155033588409
0.111562423408031,0.958333313465118,0.237496078014374,0.911713719367981
0.096629843115807,0.962274789810181,0.23593844473362,0.909732520580291
0.107128866016865,0.974662184715271,0.218823119997978,0.916542828083038
0.08416411280632,0.970720708370209,0.206931725144386,0.923353135585785
0.059480033814907,0.981981992721558,0.206713527441025,0.923724591732025
0.077784404158592,0.977477490901947,0.187325716018677,0.931277871131897
0.084182962775231,0.974662184715271,0.178812474012375,0.93468302488327
0.072361946105957,0.975225210189819,0.177529245615006,0.935487866401672
0.11351715028286,0.950450479984283,0.165589794516563,0.937469065189362
0.091686196625233,0.97184681892395,0.158326745033264,0.942050516605377
0.078614383935928,0.971283793449402,0.157961294054985,0.94068843126297
0.073504008352757,0.974099099636078,0.148689612746239,0.945765256881714
0.065980456769466,0.978040516376495,0.147477015852928,0.945765256881714
0.066569223999977,0.979166686534882,0.143108993768692,0.94725114107132
0.046351339668036,0.985360383987427,0.139018133282661,0.949913322925568
0.05883926525712,0.979166686534882,0.125962063670158,0.952885091304779
0.054486710578203,0.982545018196106,0.130439475178719,0.951770663261414
0.078440830111504,0.976351380348206,0.129341155290604,0.951956391334534
0.041905604302883,0.985360383987427,0.116753160953522,0.957342743873596
0.042631674557924,0.987049520015717,0.124789789319038,0.953442275524139
0.041915584355593,0.986486494541168,0.126292809844017,0.954866290092468
0.041348818689585,0.985360383987427,0.114652067422867,0.958642899990082
0.034304805099964,0.98761260509491,0.109459981322289,0.959571540355682
0.044881597161293,0.983671188354492,0.113434717059135,0.957590401172638
0.034214567393065,0.986486494541168,0.102022014558315,0.963781595230102
0.043365873396397,0.98423421382904,0.104806579649448,0.962976694107056
0.054161850363016,0.979166686534882,0.100571170449257,0.961738467216492
0.042269058525562,0.986486494541168,0.095906510949135,0.965267479419708
0.036378268152475,0.985923409461975,0.097295619547367,0.965081751346588
0.04724645242095,0.984797298908233,0.10030847042799,0.962543308734894
0.031868923455477,0.984797298908233,0.098711378872395,0.965762734413147
0.028885561972857,0.989864885807037,0.098493859171867,0.965638935565948
0.037680748850107,0.985923409461975,0.092054858803749,0.965824663639069
